,country,target_date,target
0,Peru,2021-02-26,51114.0
1,Burkina Faso,2021-02-26,147.0
2,Uzbekistan,2021-02-26,217.0
3,Portugal,2021-02-26,8120.0
4,Paraguay,2021-02-26,7798.0
5,Vietnam,2021-02-26,63.0
6,Germany,2021-02-26,50134.0
7,Marshall Islands,2021-02-26,0.0
8,Nigeria,2021-02-26,4200.0
9,Timor-Leste,2021-02-26,0.0
10,El Salvador,2021-02-26,0.0
11,Jamaica,2021-02-26,1736.0
12,Belgium,2021-02-26,18480.0
13,Georgia,2021-02-26,2534.0
14,Sri Lanka,2021-02-26,3479.0
15,United Arab Emirates,2021-02-26,21175.0
16,Norway,2021-02-26,2387.0
17,Comoros,2021-02-26,91.0
18,Senegal,2021-02-26,1764.0
19,Ghana,2021-02-26,3430.0
20,Syria,2021-02-26,364.0
21,Namibia,2021-02-26,1526.0
22,Guinea-Bissau,2021-02-26,182.0
23,Cabo Verde,2021-02-26,343.0
24,Sao Tome and Principe,2021-02-26,182.0
25,Armenia,2021-02-26,1561.0
26,Poland,2021-02-26,59563.0
27,Uganda,2021-02-26,154.0
28,Mauritius,2021-02-26,0.0
29,Turkey,2021-02-26,63749.0
30,Netherlands,2021-02-26,32333.0
31,Equatorial Guinea,2021-02-26,0.0
32,Benin,2021-02-26,0.0
33,Morocco,2021-02-26,2933.0
34,Bulgaria,2021-02-26,12131.0
35,Dominica,2021-02-26,0.0
36,Hungary,2021-02-26,20384.0
37,Bangladesh,2021-02-26,2793.0
38,Kosovo,2021-02-26,3059.0
39,US,2021-02-26,500570.0
40,Chile,2021-02-26,25305.0
41,Slovakia,2021-02-26,17066.0
42,Russia,2021-02-26,81753.0
43,Romania,2021-02-26,23359.0
44,Eritrea,2021-02-26,126.0
45,Guinea,2021-02-26,735.0
46,Venezuela,2021-02-26,3213.0
47,Kazakhstan,2021-02-26,5663.0
48,Togo,2021-02-26,602.0
49,Angola,2021-02-26,252.0
50,Iran,2021-02-26,57442.0
51,Brazil,2021-02-26,439005.0
52,Trinidad and Tobago,2021-02-26,28.0
53,Philippines,2021-02-26,15610.0
54,Croatia,2021-02-26,3017.0
55,Brunei,2021-02-26,0.0
56,Kenya,2021-02-26,1456.0
57,Singapore,2021-02-26,70.0
58,Iraq,2021-02-26,28518.0
59,Zambia,2021-02-26,4263.0
60,South Africa,2021-02-26,11578.0
61,Rwanda,2021-02-26,826.0
62,Nepal,2021-02-26,770.0
63,Gambia,2021-02-26,140.0
64,Italy,2021-02-26,104398.0
65,Japan,2021-02-26,7399.0
66,Austria,2021-02-26,13139.0
67,South Sudan,2021-02-26,1162.0
68,Ecuador,2021-02-26,11032.0
69,Honduras,2021-02-26,4676.0
70,Libya,2021-02-26,3423.0
71,Tajikistan,2021-02-26,0.0
72,Cuba,2021-02-26,5866.0
73,Pakistan,2021-02-26,9205.0
74,Dominican Republic,2021-02-26,4711.0
75,Bahrain,2021-02-26,4571.0
76,Iceland,2021-02-26,0.0
77,Albania,2021-02-26,7147.0
78,"Korea, South",2021-02-26,2793.0
79,Lebanon,2021-02-26,19061.0
80,Samoa,2021-02-26,0.0
81,Burundi,2021-02-26,196.0
82,Mali,2021-02-26,63.0
83,Vanuatu,2021-02-26,0.0
84,Mexico,2021-02-26,54495.0
85,Bosnia and Herzegovina,2021-02-26,3605.0
86,Sudan,2021-02-26,0.0
87,Montenegro,2021-02-26,3997.0
88,United Kingdom,2021-02-26,69629.0
89,San Marino,2021-02-26,252.0
90,Ethiopia,2021-02-26,6146.0
91,West Bank and Gaza,2021-02-26,9737.0
92,Saint Lucia,2021-02-26,399.0
93,Panama,2021-02-26,4774.0
94,Antigua and Barbuda,2021-02-26,112.0
95,Egypt,2021-02-26,4256.0
96,Latvia,2021-02-26,5075.0
97,Canada,2021-02-26,22029.0
98,Israel,2021-02-26,29288.0
99,Central African Republic,2021-02-26,0.0
100,Sweden,2021-02-26,33908.0
101,Ireland,2021-02-26,4753.0
102,Lesotho,2021-02-26,7.0
103,Luxembourg,2021-02-26,1351.0
104,Eswatini,2021-02-26,182.0
105,Bhutan,2021-02-26,0.0
106,Madagascar,2021-02-26,0.0
107,Holy See,2021-02-26,0.0
108,Cote d'Ivoire,2021-02-26,623.0
109,India,2021-02-26,99848.0
110,Uruguay,2021-02-26,5502.0
111,Tanzania,2021-02-26,0.0
112,Saint Kitts and Nevis,2021-02-26,0.0
113,Indonesia,2021-02-26,57624.0
114,Laos,2021-02-26,0.0
115,Oman,2021-02-26,2079.0
116,Belarus,2021-02-26,8953.0
117,Burma,2021-02-26,154.0
118,Malta,2021-02-26,1393.0
119,Malaysia,2021-02-26,17227.0
120,Australia,2021-02-26,49.0
121,Somalia,2021-02-26,966.0
122,Saudi Arabia,2021-02-26,2345.0
123,Botswana,2021-02-26,0.0
124,Bolivia,2021-02-26,7665.0
125,Afghanistan,2021-02-26,112.0
126,Argentina,2021-02-26,41608.0
127,Papua New Guinea,2021-02-26,196.0
128,Slovenia,2021-02-26,6314.0
129,Malawi,2021-02-26,1400.0
130,Cameroon,2021-02-26,0.0
131,Grenada,2021-02-26,0.0
132,Sierra Leone,2021-02-26,35.0
133,Ukraine,2021-02-26,41930.0
134,Thailand,2021-02-26,504.0
135,Barbados,2021-02-26,315.0
136,Mongolia,2021-02-26,245.0
137,Liechtenstein,2021-02-26,21.0
138,Bahamas,2021-02-26,42.0
139,Kyrgyzstan,2021-02-26,357.0
140,Serbia,2021-02-26,22799.0
141,Fiji,2021-02-26,0.0
142,Switzerland,2021-02-26,7917.0
143,Jordan,2021-02-26,27419.0
144,Costa Rica,2021-02-26,2926.0
145,Gabon,2021-02-26,0.0
146,Moldova,2021-02-26,7931.0
147,Spain,2021-02-26,58387.0
148,Denmark,2021-02-26,3661.0
149,Kuwait,2021-02-26,7007.0
150,Maldives,2021-02-26,1015.0
151,Czechia,2021-02-26,79548.0
152,Congo (Brazzaville),2021-02-26,0.0
153,France,2021-02-26,154322.0
154,Congo (Kinshasa),2021-02-26,0.0
155,Monaco,2021-02-26,105.0
156,Djibouti,2021-02-26,14.0
157,Chad,2021-02-26,154.0
158,Algeria,2021-02-26,1239.0
159,Niger,2021-02-26,0.0
160,Liberia,2021-02-26,14.0
161,Greece,2021-02-26,12124.0
162,Tunisia,2021-02-26,5033.0
163,Cyprus,2021-02-26,1001.0
164,Solomon Islands,2021-02-26,0.0
165,Colombia,2021-02-26,27482.0
166,Finland,2021-02-26,3955.0
167,Estonia,2021-02-26,6734.0
168,Mauritania,2021-02-26,105.0
169,Seychelles,2021-02-26,336.0
170,Haiti,2021-02-26,140.0
171,Andorra,2021-02-26,189.0
172,Qatar,2021-02-26,3213.0
173,Belize,2021-02-26,63.0
174,Taiwan*,2021-02-26,0.0
175,Guatemala,2021-02-26,4592.0
176,Nicaragua,2021-02-26,0.0
177,North Macedonia,2021-02-26,3563.0
178,Zimbabwe,2021-02-26,350.0
179,Lithuania,2021-02-26,3976.0
180,Azerbaijan,2021-02-26,1092.0
181,Guyana,2021-02-26,175.0
182,Micronesia,2021-02-26,0.0
183,Mozambique,2021-02-26,4347.0
184,Cambodia,2021-02-26,280.0
185,Saint Vincent and the Grenadines,2021-02-26,28.0
186,China,2021-02-26,175.0
187,Yemen,2021-02-26,77.0
188,Suriname,2021-02-26,77.0
189,New Zealand,2021-02-26,21.0
